Latitude,Longitude,Station_CHI,Station_ENG,Exit,Description_CHI
22.348552,114.1260978,荔景,Lai King,C,
22.3373307,114.1488828,荔枝角,Lai Chi Kok,A,
22.284948,114.1573919,香港,Hong Kong,Main,
22.3049007,114.161654,九龍,Kowloon,C2,
22.305305,114.1612739,九龍,Kowloon,E5,
22.3049502,114.161497,九龍,Kowloon,D2,
22.3050687,114.1611346,九龍,Kowloon,D1,
22.2880764,114.2098603,鰂魚涌,Quarry Bay,B,
22.3093771,114.1828012,何文田,Ho Man Tin,B,
22.3156071,114.2190886,牛頭角,Ngau Tau Kok,B,
22.3941052,113.9728177,屯門,Tuen Mun,B,_____
22.3220187,114.2582128,寶琳,Po Lam,B,
22.3229332,114.2574845,寶琳,Po Lam,A,
22.4077456,114.2223671,大水坑,Tai Shui Hang,Main,
22.4443812,114.1700076,大埔墟,Tai Po Market,A,____
22.4920076,114.1389545,粉嶺,Fanling,A,
22.5013904,114.1277656,上水,Sheung Shui,A,
22.501502,114.1278409,上水,Sheung Shui,D,
22.3637096,114.1313252,葵興,Kwai Hing,A,
22.3626898,114.1312663,葵興,Kwai Hing,E,
22.3627684,114.1312903,葵興,Kwai Hing,B,
22.3625914,114.1310736,葵興,Kwai Hing,C,
22.3635854,114.1311082,葵興,Kwai Hing,D,
22.3581141,114.106376,青衣,Tsing Yi,C,
22.3580081,114.1069967,青衣,Tsing Yi,C,
22.3583988,114.1069198,青衣,Tsing Yi,B,
22.3590098,114.1071068,青衣,Tsing Yi,A2,
22.3586695,114.1072002,青衣,Tsing Yi,F,
22.3586522,114.1071953,青衣,Tsing Yi,G,
22.3591139,114.1069765,青衣,Tsing Yi,A1,
22.3589419,114.1069346,青衣,Tsing Yi,A,
22.3582067,114.1067118,青衣,Tsing Yi,C,
